494?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
494?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
495?shapeCircle?pos[0.0, -12042.755999999952]?velocity[0.0, -486.57599999999775]?mass10.0?bounce1.0?staticFalse?radius10.0?
495?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
495?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
496?shapeCircle?pos[0.0, -12091.413599999953]?velocity[0.0, -487.55699999999774]?mass10.0?bounce1.0?staticFalse?radius10.0?
496?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
496?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
497?shapeCircle?pos[0.0, -12140.169299999952]?velocity[0.0, -488.53799999999774]?mass10.0?bounce1.0?staticFalse?radius10.0?
497?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
497?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
498?shapeCircle?pos[0.0, -12189.023099999951]?velocity[0.0, -489.51899999999773]?mass10.0?bounce1.0?staticFalse?radius10.0?
498?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
498?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
499?shapeCircle?pos[0.0, -12237.974999999951]?velocity[0.0, -490.4999999999977]?mass10.0?bounce1.0?staticFalse?radius10.0?
499?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
499?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
